d10,length_value,length_type,speed_value,speed_type,lanes_value,lanes_type
298210247,27.27704979930801,float,30,str,,NoneType
673203907,8.417090202164028,float,30,str,1,str
317148679,105.2894544466791,float,30,str,,NoneType
1347766777,8.210946167986316,float,30,str,,NoneType
96456964,69.52207606174673,float,30,str,,NoneType
1122045419,9.35173173764767,float,30,str,,NoneType
668848229,7.0074995663332365,float,30,str,,NoneType
141322633,69.0700061782391,float,,NoneType,,NoneType
141322631,24.517456954406107,float,30,str,,NoneType
666250887,6.228782874827231,float,30,str,,NoneType
672935319,20.800222733719185,float,30,str,,NoneType
1412444343,5.422569174293609,float,30,str,,NoneType
1412148863,58.93231882129019,float,30,str,,NoneType
1167966916,11.603436958384004,float,,NoneType,2,str
658247782,10.552905080198867,float,,NoneType,2,str
279879060,5.0353382468903085,float,30,str,,NoneType
157740235,34.303534540470906,float,30,str,,NoneType
1366625072,8.94648907723514,float,30,str,,NoneType
914369448,11.853178891891519,float,,NoneType,,NoneType
914369448,9.240092568226585,float,,NoneType,,NoneType
157725694,2.979434274870806,float,,NoneType,2,str
669871283,5.977005197048409,float,,NoneType,,NoneType
157725694,10.154428269311856,float,,NoneType,2,str
157725694,2.0193849032631825,float,,NoneType,2,str
670304472,40.237680881181106,float,30,str,3,str
672093824,24.631315313860167,float,40,str,3,str
258879761,43.30271306522319,float,50,str,2,str
671908752,30.886581745705826,float,,NoneType,2,str
671908755,42.231518976007266,float,,NoneType,2,str
671910670,28.934709799055884,float,50,str,3,str
671913401,30.343053992804528,float,50,str,3,str
671913402,30.6923440407848,float,,NoneType,3,str
671913402,6.884393388868203,float,,NoneType,3,str
605860370,11.70998575193667,float,50,str,3,str
661788085,10.233602780875342,float,30,str,,NoneType
661788085,7.9746971965548195,float,30,str,,NoneType
22878479,10.22154076984287,float,30,str,,NoneType
481972231,14.641411745744374,float,30,str,,NoneType
317181914,60.51283838325738,float,50,str,1,str
671931987,4.882536283069769,float,30,str,2,str
671931987,4.876559572804171,float,30,str,2,str
481972229,7.341646483591976,float,30,str,2,str
904431771,4.339290582360929,float,,NoneType,2,str
904431772,16.76500667417928,float,,NoneType,2,str
481972229,22.46824964395006,float,30,str,2,str
481972229,19.37430905196194,float,30,str,2,str
481972229,19.37430905196194,float,30,str,2,str
481972229,17.648553114160016,float,30,str,2,str
953072136,23.708711010222927,float,40,str,,NoneType
953072136,4.292811748161364,float,40,str,,NoneType
404864481,5.731536792093518,float,40,str,,NoneType
404864481,81.68840392001552,float,40,str,,NoneType
670304475,83.45298073861912,float,,NoneType,3,str
670304475,2.050579159399683,float,,NoneType,3,str
951273141,6.966841954054074,float,50,str,2,str
672127631,77.5256077094495,float,50,str,2,str
671934347,4.252941604368877,float,,NoneType,3,str
671934347,79.41038056022921,float,,NoneType,3,str
404864480,74.42549438125737,float,50,str,1,str
672141058,7.511772921010488,float,50,str,1,str
293881272,24.61955383784132,float,40,str,2,str
672093794,44.71023925874978,float,40,str,2,str
34605438,14.484414439027136,float,50,str,4,str
267306863,5.466592906447448,float,,NoneType,3,str
267306863,10.036038117418606,float,,NoneType,3,str
672974417,7.783595853268326,float,50,str,4,str
15090468,12.097578148979398,float,50,str,4,str
672093812,13.165524426323566,float,40,str,3,str
672093812,3.0800541482674553,float,40,str,3,str
1235011190,8.79259875397791,float,50,str,2,str
672093812,18.8864845916303,float,40,str,3,str
953071857,16.341017921766806,float,40,str,3,str
672093818,74.72828594376732,float,40,str,3,str
953072136,23.708711010222927,float,40,str,,NoneType
22682785,27.405724462946907,float,,NoneType,,NoneType
1050700339,12.378876865379773,float,30,str,2,str
1166098116,82.03197794758351,float,,NoneType,1,str
455891709,19.03086935477193,float,50,str,1,str
953077645,6.230683946102479,float,,NoneType,4,str
953077645,25.46672383605377,float,,NoneType,4,str
672905667,6.847190420259216,float,30,str,,NoneType
936872659,12.345780037048796,float,30,str,,NoneType
96629918,86.47847303806559,float,,NoneType,2,str
907861231,4.667241592588667,float,,NoneType,2,str
672132608,30.70825995175886,float,30,str,2,str
694798518,42.187311357499716,float,30,str,2,str
551149262,29.20024530979138,float,30,str,2,str
672132608,4.76797156437791,float,30,str,2,str
81104257,26.515378042512275,float,,NoneType,2,str
442347179,81.92691440302865,float,,NoneType,2,str
538086282,6.9406248382298,float,,NoneType,5,str
538086282,14.587518554476468,float,,NoneType,5,str
608968959,18.478296248945373,float,50,str,5,str
672354312,18.710504422544208,float,,NoneType,2,str
440670050,71.53579271255774,float,,NoneType,2,str
440670050,8.795654425042068,float,,NoneType,2,str
430602327,3.3022176081357264,float,,NoneType,5,str
430602327,14.61021727857143,float,,NoneType,5,str
672141902,13.951467434032354,float,50,str,5,str
673237645,3.7453270109993415,float,50,str,5,str
631958197,3.942244231720596,float,,NoneType,5,str
631958197,35.930086659868444,float,,NoneType,5,str
609469484,3.166237690038721,float,,NoneType,5,str
609469484,11.618240540823383,float,,NoneType,5,str
907861228,100.92303199352094,float,,NoneType,2,str
605860368,6.206283017814347,float,,NoneType,3,str
593784310,91.47373609523031,float,50,str,3,str
671908756,37.23300884306079,float,,NoneType,2,str
300226733,7.2982667902964495,float,,NoneType,2,str
1198097541,6.703285288041408,float,50,str,5,str
1198097541,5.223719615521097,float,50,str,5,str
658247780,7.0667197006475755,float,,NoneType,2,str
317182842,13.722904692719116,float,,NoneType,2,str
1198097539,2.8723420728936686,float,50,str,6,str
1198097539,6.60848824277069,float,50,str,6,str
15067574,5.441172230256199,float,30,str,1,str
15067574,2.0066587178277846,float,30,str,1,str
672179287,1.7914760367837075,float,30,str,1,str
672179287,68.98246167102903,float,30,str,1,str
651603536,2.4077850224227637,float,50,str,3,str
672179288,6.151794254641501,float,50,str,3,str
96629914,6.584998682614653,float,50,str,2,str
457343667,4.4311197316586215,float,50,str,2,str
511717872,14.342192255179032,float,50,str,2,str
546580466,14.611146190459321,float,50,str,2,str
672180403,62.83223179046911,float,30,str,1,str
671108374,1.4223449575254925,float,,NoneType,1,str
672182803,6.681977792287935,float,,NoneType,1,str
1189405695,1.2382176737803279,float,,NoneType,2,str
362916614,8.28695546484206,float,,NoneType,2,str
1189405695,8.125024976043752,float,,NoneType,2,str
362916614,112.2629171717887,float,,NoneType,2,str
672182803,51.833596776777334,float,,NoneType,1,str
671108374,6.477720322307985,float,,NoneType,1,str
311754826,88.0707502666067,float,50,str,2,str
651603536,7.315441504705343,float,50,str,3,str
672179287,6.733369610171921,float,30,str,1,str
672179287,1.7914760367837075,float,30,str,1,str
672179288,5.3195763104949965,float,50,str,3,str
22896494,3.948245235762374,float,30,str,,NoneType
281692599,155.3378664428523,float,30,str,,NoneType
69108182,120.80339624555086,float,30,str,,NoneType
459903185,11.435595845816993,float,,NoneType,3,str
459903185,8.152351991123119,float,,NoneType,3,str
672412404,2.9206655730558233,float,50,str,3,str
459903184,8.143165420967614,float,,NoneType,2,str
672184252,24.64448181303255,float,,NoneType,2,str
405939394,3.085108648817976,float,30,str,3,str
157725692,6.822458244319083,float,,NoneType,2,str
1209298975,66.82717620678123,float,30,str,,NoneType
346640091,5.88951958510542,float,30,str,,NoneType
346640091,66.95694744018589,float,30,str,,NoneType
503016691,7.436522706245951,float,30,str,,NoneType
346644148,7.7929516417115225,float,30,str,,NoneType
672185579,27.19145302467132,float,,NoneType,3,str
672185580,54.25641371749674,float,,NoneType,3,str
347823479,41.4055818203232,float,30,str,,NoneType
1050317923,7.071373492274929,float,,NoneType,,NoneType
672185581,3.4987752619633943,float,,NoneType,3,str
690979046,41.986389625948576,float,,NoneType,2,str
1291695472,5.236149369128973,float,30,str,,NoneType
230377102,55.05301680117579,float,30,str,,NoneType
19848691,73.84561556234699,float,30,str,,NoneType
1189405695,4.612432018752187,float,,NoneType,2,str
362916614,85.14707372292399,float,,NoneType,2,str
672186181,10.33829877557896,float,,NoneType,2,str
1233491082,61.909097546059144,float,,NoneType,3,str
642112157,12.596480156739778,float,,NoneType,3,str
672132608,1.4333056883700879,float,30,str,2,str
267312066,97.50609203204533,float,,NoneType,2,str
672093795,38.317648374173764,float,50,str,2,str
1289823631,28.790142735731905,float,50,str,4,str
267312066,4.816476963081193,float,,NoneType,2,str
293881272,6.009076262684029,float,40,str,2,str
19790454,67.36876964523483,float,,NoneType,1,str
1083608011,2.9047758176120513,float,,NoneType,2,str
671108369,5.043504159866861,float,,NoneType,1,str
671108369,5.815784237250843,float,,NoneType,1,str
1209298976,4.431905638525496,float,,NoneType,1,str
1209298976,3.9408854535743965,float,,NoneType,1,str
676214283,3.984772783466264,float,,NoneType,3,str
19790306,10.098485852194571,float,,NoneType,3,str
541620980,100.10871511614485,float,50,str,1,str
96644678,8.674432300867007,float,50,str,1,str
673181475,9.259861334751431,float,50,str,1,str
546579783,109.55941068914896,float,50,str,1,str
651603537,133.41048103371827,float,50,str,2,str
672349357,6.1998334482796125,float,50,str,3,str
672349354,17.076356669934242,float,50,str,2,str
280990338,3.5001249048615612,float,,NoneType,5,str
280990338,11.880954495354338,float,,NoneType,5,str
672353545,14.435788006583763,float,50,str,3,str
451618682,8.328022027922122,float,50,str,3,str
672354310,2.6161684219203356,float,30,str,,NoneType
936872653,90.54151970842804,float,,NoneType,2,str
672354312,29.517249953619192,float,,NoneType,2,str
936872662,28.287523724877197,float,,NoneType,2,str
936872665,37.039813165022636,float,,NoneType,2,str
672353545,15.216587095095795,float,50,str,3,str
20275107,5.552401271687173,float,,NoneType,4,str
20275107,5.288492205129639,float,,NoneType,4,str
671108369,0.8454381965540823,float,,NoneType,1,str
544150315,6.2333743088775355,float,,NoneType,3,str
544150315,6.867714768085472,float,,NoneType,3,str
53562669,12.267269257673634,float,50,str,2,str
672367216,6.8176756410456445,float,50,str,2,str
96456964,1.8829015741687218,float,30,str,,NoneType
672367218,17.623703943830908,float,50,str,3,str
1315689570,4.38196456162125,float,,NoneType,,NoneType
1315689592,1.9421766545888648,float,,NoneType,,NoneType
584384501,1.5239299686240597,float,30,str,,NoneType
584384501,8.418737170789298,float,30,str,,NoneType
672412385,7.594484107026792,float,,NoneType,3,str
672412385,39.654008143689815,float,,NoneType,3,str
672412390,36.95984755932013,float,,NoneType,3,str
672412404,62.27933713578757,float,50,str,3,str
407181080,55.686020944333,float,50,str,3,str
69975256,29.213692841460382,float,30,str,,NoneType
1315532647,5.211114247069826,float,30,str,,NoneType
503016684,6.174694205296814,float,30,str,1,str
672924368,58.11513635961713,float,,NoneType,2,str
672924370,7.5060217387699915,float,,NoneType,2,str
672924367,11.500236325829183,float,,NoneType,2,str
672924369,59.68894478666721,float,,NoneType,2,str
424435386,48.93584507267381,float,30,str,2,str
672916909,11.052954265338622,float,30,str,3,str
288281160,3.9421617240620614,float,,NoneType,,NoneType
288281160,6.960409111938824,float,,NoneType,,NoneType
672925846,5.242427316385803,float,,NoneType,2,str
672924372,90.92062399928948,float,,NoneType,2,str
288281161,16.215859586892584,float,,NoneType,2,str
22893208,7.524864658412986,float,,NoneType,,NoneType
672924367,15.377430125639298,float,,NoneType,2,str
672924370,33.676858451058756,float,,NoneType,2,str
672924371,35.70031305531506,float,,NoneType,2,str
672925846,16.9170335598406,float,,NoneType,2,str
672925848,19.05165525579557,float,,NoneType,2,str
1167966916,12.729473968824605,float,,NoneType,2,str
672925938,7.334518994621015,float,30,str,,NoneType
1180240086,3.0502489266878627,float,30,str,,NoneType
1180240086,3.056701958966332,float,30,str,,NoneType
141322631,0.5115308105900197,float,30,str,,NoneType
672113984,6.784210519165202,float,,NoneType,,NoneType
672939966,18.347493706299982,float,,NoneType,3,str
15090648,4.789965463574825,float,50,str,3,str
43699756,8.586670441352087,float,,NoneType,3,str
524238720,3.2617184667671624,float,,NoneType,6,str
524238720,4.8925984741374275,float,,NoneType,6,str
666250887,1.0339414267085982,float,30,str,,NoneType
1415880150,13.26377158735945,float,,NoneType,3,str
605860950,120.98032329373069,float,50,str,4,str
1302200240,9.392252243689342,float,50,str,4,str
1334665987,48.529184456019436,float,50,str,4,str
1302200244,11.547815016569595,float,50,str,4,str
43699543,13.057569358641675,float,,NoneType,3,str
642112153,14.226102485546862,float,,NoneType,5,str
672962943,41.47001581309917,float,50,str,4,str
694813425,8.694975593540509,float,50,str,2,str
1234144801,16.459798813510275,float,50,str,4,str
22992933,8.57692979461684,float,,NoneType,2,str
259135058,17.814381159542005,float,50,str,4,str
1198095904,62.70246957538677,float,,NoneType,2,str
630209984,4.717627023449338,float,,NoneType,2,str
936872676,7.319942985418747,float,,NoneType,2,str
936872679,52.83701899776164,float,,NoneType,2,str
288320341,15.718083178476896,float,,NoneType,2,str
904270171,4.680955282378716,float,,NoneType,1,str
672971956,46.73159382033709,float,,NoneType,,NoneType
1367669664,8.307874253236756,float,,NoneType,,NoneType
1367669664,10.065173825820057,float,,NoneType,,NoneType
1302311015,30.96369416023259,float,30,str,,NoneType
672974417,37.04762715419861,float,50,str,4,str
440670050,45.55706392411786,float,,NoneType,2,str
672974418,26.43538773311864,float,,NoneType,3,str
672974419,35.73738220127401,float,,NoneType,1,str
34605407,4.992205112468877,float,,NoneType,2,str
322427020,3.023983445092711,float,50,str,4,str
672974535,29.622846000410462,float,50,str,4,str
477273085,10.731829814337887,float,50,str,5,str
672974536,22.08486808441324,float,50,str,6,str
1259179085,16.29429974039085,float,50,str,3,str
20277457,49.0461436768325,float,30,str,,NoneType
1355682792,21.100968408333127,float,30,str,,NoneType
1355682797,4.079216524030633,float,30,str,,NoneType
672990640,13.372673893102137,float,30,str,,NoneType
672974418,2.3876415082273668,float,,NoneType,3,str
672974418,2.255375578183822,float,,NoneType,3,str
584384501,20.777570440954968,float,30,str,,NoneType
404360439,40.085549086437894,float,30,str,,NoneType
584384501,7.630761608704143,float,30,str,,NoneType
904431777,14.629881921808181,float,,NoneType,1,str
1050700339,1.7806537617807745,float,30,str,2,str
673170656,34.488750519716305,float,50,str,2,str
258888366,2.8942299722088385,float,50,str,3,str
546579788,3.4165381290774395,float,50,str,3,str
546579788,3.3973282355455234,float,50,str,3,str
258888366,3.438417952312922,float,50,str,3,str
673170248,1.9420997226452532,float,30,str,1,str
20310591,34.396355926421045,float,30,str,,NoneType
20310067,40.16986915250222,float,30,str,,NoneType
673172029,2.4164926127895083,float,30,str,,NoneType
20310067,3.644791242007408,float,30,str,,NoneType
20310063,2.874536301134567,float,30,str,,NoneType
28107681,14.137953113958428,float,50,str,6,str
28107681,3.2345541441960743,float,50,str,6,str
524238719,5.167593022007607,float,50,str,6,str
524238719,8.10726333431176,float,50,str,6,str
673181475,66.6820964124039,float,50,str,1,str
1315708431,7.917613475666451,float,30,str,1,str
670304470,82.19779490605164,float,30,str,1,str
673187711,4.538431615198527,float,,NoneType,,NoneType
1350005525,24.643324200253353,float,30,str,,NoneType
20310469,32.223863713809614,float,30,str,,NoneType
1350005839,49.23476193324565,float,30,str,,NoneType
96640831,55.505641939165834,float,30,str,,NoneType
96640831,29.04333547928238,float,30,str,,NoneType
460832882,1.8672575052465004,float,,NoneType,2,str
630209977,0.3946364064126253,float,,NoneType,2,str
904431778,2.085738500300573,float,,NoneType,2,str
904431776,8.92741880451167,float,,NoneType,2,str
685562224,1.8046938012013372,float,,NoneType,1,str
1239365075,1.896230146712207,float,,NoneType,1,str
1239365075,3.0111851452102645,float,,NoneType,1,str
287247457,6.267191829699448,float,,NoneType,2,str
1050700339,4.350151987398568,float,30,str,2,str
504603254,39.18362511192818,float,30,str,,NoneType
287389528,46.59889443681514,float,30,str,,NoneType
247674193,61.85389322377587,float,30,str,,NoneType
247674193,7.245496345739518,float,30,str,,NoneType
157740288,10.024472056303546,float,30,str,,NoneType
673224331,4.838895928741717,float,30,str,1,str
346638996,8.876530681226177,float,30,str,1,str
157756046,39.171765563296496,float,30,str,,NoneType
346638996,53.44285516195938,float,30,str,1,str
1218549604,25.57149528253613,float,,NoneType,,NoneType
1218549604,42.427739345831284,float,,NoneType,,NoneType
673237645,22.422215883457255,float,50,str,5,str
749618521,20.82133592148348,float,50,str,4,str
672179229,24.23226663924955,float,,NoneType,1,str
157694522,38.14771641322997,float,,NoneType,,NoneType
157694472,2.8091961039534685,float,,NoneType,2,str
673724110,30.190645946225132,float,50,str,3,str
280653318,40.94412974063177,float,50,str,2,str
1412993802,7.520701087480069,float,,NoneType,,NoneType
1234961857,7.855300737858809,float,,NoneType,3,str
431452111,20.291935900604145,float,,NoneType,3,str
431452112,80.04144616055542,float,,NoneType,3,str
642112154,11.563535871529531,float,,NoneType,3,str
157740205,9.409357154728221,float,,NoneType,,NoneType
630209996,72.1742848639997,float,,NoneType,2,str
586713631,25.85062883149437,float,,NoneType,2,str
674457533,4.380891630949803,float,,NoneType,2,str
674457534,7.571306248723223,float,,NoneType,2,str
23065347,7.912858663167377,float,,NoneType,,NoneType
674457534,19.78956131909327,float,,NoneType,2,str
23610722,17.338658098891642,float,,NoneType,1,str
365090831,6.215608566843324,float,,NoneType,2,str
365090831,66.67220362012381,float,,NoneType,2,str
15090492,8.041213646200676,float,50,str,3,str
256185602,33.00334015199728,float,50,str,2,str
219734948,22.76941788590942,float,50,str,1,str
276767618,9.737810740719771,float,50,str,3,str
676835088,80.98871026205875,float,50,str,7,str
1206698203,53.22517545927568,float,50,str,3,str
157756039,7.869432755355258,float,30,str,,NoneType
19851619,57.22361155601175,float,30,str,,NoneType
460832882,4.675561023315897,float,,NoneType,2,str
936872655,53.08815939138326,float,,NoneType,2,str
936872656,7.008048830993887,float,,NoneType,2,str
459251015,2.0031438096663483,float,30,str,,NoneType
460832882,0.367974438895486,float,,NoneType,2,str
1193090953,4.515642268543353,float,,NoneType,,NoneType
1193090953,27.80305512516957,float,,NoneType,,NoneType
1154531640,28.707172111379432,float,,NoneType,1,str
593784302,25.744919015227417,float,50,str,3,str
676214284,5.935099530679643,float,,NoneType,3,str
157740266,26.867440051957345,float,,NoneType,1,str
157689983,3.9215938070801566,float,,NoneType,1,str
157740266,20.06580077776706,float,,NoneType,1,str
157740266,38.42386341646577,float,,NoneType,1,str
157740266,18.887809707311188,float,,NoneType,1,str
1166098119,109.93357363666432,float,,NoneType,1,str
1235011190,5.644255429857339,float,50,str,2,str
297571766,79.28556726396283,float,50,str,2,str
672093795,14.703747198776654,float,50,str,2,str
293881274,28.99693205821153,float,50,str,2,str
293881274,152.1615216469288,float,50,str,2,str
672093795,14.257078529269618,float,50,str,2,str
34605438,106.30461094888122,float,50,str,4,str
22992939,15.711217262997675,float,,NoneType,,NoneType
907861221,3.98178870542183,float,,NoneType,1,str
907861221,4.85286055162861,float,,NoneType,1,str
907861223,8.028875097149742,float,,NoneType,1,str
904270173,4.126291693132031,float,,NoneType,1,str
904270173,4.2658934249456495,float,,NoneType,1,str
904270177,3.99970564839633,float,,NoneType,1,str
259135814,0.6161392482165193,float,,NoneType,1,str
259135810,2.3823203075835444,float,,NoneType,1,str
904270172,1.5974649889010144,float,,NoneType,1,str
599470367,3.7828015845675,float,,NoneType,1,str
259135811,3.9682149644314024,float,,NoneType,2,str
96620044,3.2728131540460383,float,,NoneType,2,str
22992934,4.461857803809206,float,,NoneType,2,str
22992934,5.2130391236234335,float,,NoneType,2,str
34605412,4.7965257886099435,float,,NoneType,2,str
34605412,5.250093667024742,float,,NoneType,2,str
34605407,19.084760897719498,float,,NoneType,2,str
34605407,10.878953629232818,float,,NoneType,2,str
34605407,10.273122944433279,float,,NoneType,2,str
34605407,11.95946258601811,float,,NoneType,2,str
642112148,11.743879270196896,float,,NoneType,,NoneType
642112148,69.11069335102407,float,,NoneType,,NoneType
949502036,27.052347521414422,float,,NoneType,,NoneType
949502036,5.678804069118758,float,,NoneType,,NoneType
15090455,2.2370523237720734,float,,NoneType,,NoneType
15090455,1.9027251336834583,float,,NoneType,,NoneType
24619379,2.8206842422265943,float,,NoneType,,NoneType
24619379,2.4595247773032947,float,,NoneType,,NoneType
15090455,13.328965429505331,float,,NoneType,,NoneType
15090455,2.2370523237720734,float,,NoneType,,NoneType
24619379,141.46610509229924,float,,NoneType,,NoneType
24619379,2.8206842422265943,float,,NoneType,,NoneType
949502036,0.9672983532783843,float,,NoneType,,NoneType
1423528434,36.2800734337212,float,,NoneType,,NoneType
1423528434,6.116173359791452,float,,NoneType,,NoneType
462930183,7.553473334245306,float,,NoneType,,NoneType
316654228,4.292907896572561,float,,NoneType,,NoneType
316654228,47.2865437502385,float,,NoneType,,NoneType
519136406,4.925976698715661,float,50,str,2,str
630209984,62.955688764045895,float,,NoneType,2,str
672924369,76.0060659188354,float,,NoneType,2,str
1041804302,2.691725294178475,float,,NoneType,,NoneType
1041804302,3.65729025827452,float,,NoneType,,NoneType
1302311014,30.91360036222438,float,,NoneType,2,str
1188872397,3.063413279837407,float,,NoneType,,NoneType
1188872397,2.80399526745824,float,,NoneType,,NoneType
1188872397,2.80399526745824,float,,NoneType,,NoneType
1188872397,2.990030996824329,float,,NoneType,,NoneType
1188872396,7.833071836613045,float,,NoneType,1,str
1188872397,3.063413279837407,float,,NoneType,,NoneType
259135814,3.9334111738717965,float,,NoneType,1,str
259135814,3.0553429839459865,float,,NoneType,1,str
904270175,5.604525443151723,float,,NoneType,,NoneType
904270175,6.546421816410913,float,,NoneType,,NoneType
904270175,6.546421816410913,float,,NoneType,,NoneType
904270175,8.304741227387105,float,,NoneType,,NoneType
230378259,2.9728136640192497,float,30,str,,NoneType
20309901,33.806646424012385,float,30,str,,NoneType
20309901,1.9243211617193543,float,30,str,,NoneType
96456960,4.8117082227020855,float,,NoneType,,NoneType
267646678,10.175501245885524,float,,NoneType,,NoneType
267646678,2.4029408371069163,float,,NoneType,,NoneType
362916615,3.2199388379934044,float,,NoneType,,NoneType
362916615,3.3786485289965267,float,,NoneType,,NoneType
696003172,3.098004491849955,float,50,str,2,str
23064839,4.38904486356414,float,,NoneType,2,str
1041804315,2.7914102541601458,float,,NoneType,,NoneType
1041804315,3.2359046188729526,float,,NoneType,,NoneType
23217129,8.128268774107124,float,,NoneType,,NoneType
15363715,1.7791963978767822,float,30,str,,NoneType
15363715,10.505825039399623,float,30,str,,NoneType
15067434,4.394018731614543,float,30,str,1,str
15067434,2.027097815000854,float,30,str,1,str
951270565,117.90706643304398,float,30,str,1,str
15067688,4.41458344614699,float,30,str,1,str
818708758,4.330703027349571,float,50,str,2,str
728202363,4.668127045203459,float,50,str,2,str
174759576,3.4023746117503344,float,,NoneType,1,str
519111113,4.028992418041738,float,50,str,2,str
519136406,4.914917593794882,float,50,str,2,str
551149269,3.7100549647824375,float,50,str,2,str
96456960,0.679714218844944,float,,NoneType,,NoneType
292558506,8.062167546346705,float,,NoneType,,NoneType
541498077,67.92080869161568,float,30,str,,NoneType
541498077,76.36362930171674,float,30,str,,NoneType
406377444,7.368831212061954,float,30,str,,NoneType
23732014,2.1827264429654316,float,30,str,,NoneType
23732014,46.24480827440525,float,30,str,,NoneType
672990640,11.182158100130357,float,30,str,,NoneType
672093795,10.615886125523492,float,50,str,2,str
24844796,66.85879604950942,float,,NoneType,,NoneType
24844796,22.853184733235206,float,,NoneType,,NoneType
298781002,6.270255145930915,float,30,str,1,str
298781002,47.86361202760063,float,30,str,1,str
298781002,19.8312771485347,float,30,str,1,str
276767618,8.248032220327005,float,50,str,3,str
219734948,12.997191892248694,float,50,str,1,str
280990332,12.631981163519486,float,50,str,3,str
15067490,6.838860513678855,float,30,str,1,str
503016672,13.65329738520831,float,50,str,4,str
503016672,9.799265439486964,float,50,str,4,str
503016672,13.65329738520831,float,50,str,4,str
1122934854,18.360525051645258,float,50,str,4,str
672975072,6.291891902071516,float,,NoneType,2,str
672975072,6.297501538056777,float,,NoneType,2,str
672975072,5.465383762187864,float,,NoneType,2,str
672975072,5.469993860958749,float,,NoneType,2,str
672983302,70.35979662513586,float,30,str,,NoneType
375682073,13.40984672054871,float,30,str,1,str
375682073,5.866841689065158,float,30,str,1,str
375682073,18.986370952319305,float,30,str,1,str
673170247,31.058211199432176,float,,NoneType,3,str
554835481,6.761789628254449,float,50,str,5,str
554835481,6.930633612802889,float,50,str,5,str
157756008,9.66696684876896,float,50,str,2,str
157756008,9.932877424951059,float,50,str,2,str
157756008,28.29386941225209,float,50,str,2,str
1259179085,3.266123518763824,float,50,str,3,str
609935111,35.7404113936568,float,50,str,3,str
566099549,16.256368091419855,float,50,str,3,str
58811331,3.0961304944964665,float,30,str,1,str
58811331,26.115228502274313,float,30,str,1,str
58811331,72.09620172182149,float,30,str,1,str
317182842,7.539243710618185,float,,NoneType,2,str
1180240086,7.669322112553498,float,30,str,,NoneType
1180240086,3.470294309249301,float,30,str,,NoneType
1180240086,3.470294309249301,float,30,str,,NoneType
1180240086,3.501257552257113,float,30,str,,NoneType
609935112,4.757703059412636,float,50,str,3,str
1198210004,6.008205787224127,float,50,str,2,str
1198210004,6.077219754642392,float,50,str,2,str
457343667,7.619293334497222,float,50,str,2,str
457343667,4.182320849050811,float,50,str,2,str
457343667,4.451238927629039,float,50,str,2,str
1248250644,1.7940459163024638,float,50,str,3,str
1248250644,4.780133460400014,float,50,str,3,str
658247780,11.346846657634027,float,,NoneType,2,str
589505827,11.36241941940162,float,50,str,2,str
1378906855,6.175282885287693,float,,NoneType,1,str
1378906855,7.241231218529464,float,,NoneType,1,str
1005303927,7.325600934068109,float,,NoneType,1,str
946378368,9.44466799430953,float,,NoneType,1,str
946378368,9.539279284584065,float,,NoneType,1,str
669871283,6.912635655528328,float,,NoneType,,NoneType
1166075032,6.148540690453869,float,30,str,1,str
1234937178,1.231413370928739,float,30,str,,NoneType
1234937178,2.1367403072976354,float,30,str,,NoneType
1166075032,2.5205832021994468,float,30,str,1,str
1234937178,3.634157843759633,float,30,str,,NoneType
1166075032,5.542797944639721,float,30,str,1,str
1166075032,3.7689003622354864,float,30,str,1,str
669871283,6.776829886040898,float,,NoneType,,NoneType
297375663,3.8520636400071546,float,,NoneType,,NoneType
157690186,10.601348803452,float,30,str,,NoneType
157690186,10.547070036688226,float,30,str,,NoneType
936872673,25.241444089434495,float,,NoneType,2,str
22878513,5.105690152518364,float,,NoneType,1,str
936872670,14.125189907188242,float,,NoneType,2,str
630209975,88.28285018558182,float,,NoneType,2,str
685760949,2.2839577153798265,float,,NoneType,1,str
904431771,3.974106138871129,float,,NoneType,2,str
904431771,4.339290582360929,float,,NoneType,2,str
481972229,27.695160041973775,float,30,str,2,str
481972229,41.88051908483418,float,30,str,2,str
408154961,35.372743097633766,float,,NoneType,2,str
300226733,4.7211135885110584,float,,NoneType,2,str
904431764,6.5376634400853035,float,30,str,,NoneType
96456964,2.400401718705537,float,30,str,,NoneType
157690197,2.191658824035401,float,,NoneType,,NoneType
157690197,2.6921085337949777,float,,NoneType,,NoneType
157690197,3.69795523857625,float,,NoneType,,NoneType
936872658,25.172221995871556,float,,NoneType,2,str
608148980,21.596372808675945,float,,NoneType,5,str
608148980,54.01694097517108,float,,NoneType,5,str
43699756,5.475679109287398,float,,NoneType,3,str
43699754,4.029995757608591,float,,NoneType,1,str
43699754,2.9914269190147147,float,,NoneType,1,str
293370187,24.593267433883952,float,30,str,,NoneType
16376297,14.114943118844922,float,,NoneType,1,str
16376297,3.2535557367325865,float,,NoneType,1,str
20408093,12.10897870439764,float,,NoneType,1,str
20408093,15.876213045794808,float,,NoneType,1,str
34605333,6.150750452778049,float,,NoneType,2,str
455584880,4.856063950832244,float,30,str,,NoneType
287389528,86.14048270550457,float,30,str,,NoneType
22896494,5.958458374658696,float,30,str,,NoneType
23960271,9.585785280405439,float,30,str,,NoneType
347823479,7.066850414455158,float,30,str,,NoneType
247674196,9.449379260324143,float,30,str,,NoneType
230377101,2.4526676772997953,float,30,str,,NoneType
230377101,3.3657445515797484,float,30,str,,NoneType
230377101,3.3657445515797484,float,30,str,,NoneType
230377101,3.244291515500759,float,30,str,,NoneType
