d10,length_value,length_type,speed_value,speed_type,lanes_value,lanes_type
1230641094,9.97862607578881,float,,NoneType,,NoneType
1287491770,14.750775492203859,float,30,str,4,str
255058627,93.14066491717533,float,30,str,,NoneType
282699487,61.45337621322609,float,30,str,,NoneType
252476998,87.63060089800835,float,30,str,,NoneType
255058624,30.53299265425129,float,30,str,,NoneType
414615526,75.0280562706342,float,30,str,,NoneType
157690167,66.55757836833527,float,,NoneType,,NoneType
157694512,51.47212274483165,float,,NoneType,,NoneType
1251202480,46.780833613710094,float,30,str,,NoneType
1251202569,53.8964250654432,float,30,str,,NoneType
157690188,67.8277290523435,float,,NoneType,,NoneType
1218549605,22.06739542861658,float,,NoneType,,NoneType
287251039,84.13799748132428,float,30,str,,NoneType
1093799010,57.435103387160154,float,30,str,,NoneType
673396451,45.23672654395928,float,,NoneType,,NoneType
255058916,52.49800995102599,float,30,str,,NoneType
282699487,63.316083672311656,float,30,str,,NoneType
1120597222,23.146265189926076,float,30,str,,NoneType
298468526,8.876302747760995,float,50,str,4,str
437413451,83.77398064714428,float,50,str,4,str
1343510060,9.490770966675209,float,30,str,1,str
1343510069,10.800200582040837,float,,NoneType,1,str
255061237,10.777578842648747,float,30,str,,NoneType
414615526,84.04993491703162,float,30,str,,NoneType
672354310,2.5143976819008222,float,30,str,,NoneType
287251039,63.985008187279554,float,30,str,,NoneType
457534727,106.60534545262146,float,30,str,,NoneType
666684343,20.53801858272539,float,30,str,,NoneType
162764117,35.47736029771917,float,,NoneType,4,str
298468526,75.45754589865157,float,50,str,4,str
666263757,83.22995723533772,float,30,str,,NoneType
936872659,25.46006334253217,float,30,str,,NoneType
414615526,33.55210031647418,float,30,str,,NoneType
1120597209,103.65110520548276,float,30,str,,NoneType
666250883,12.65129964925977,float,30,str,1,str
666684343,46.05193256488812,float,30,str,,NoneType
157690159,99.21457365621464,float,30,str,,NoneType
287251039,24.19317760670078,float,30,str,,NoneType
282699487,68.88249120250433,float,30,str,,NoneType
1120597209,11.730757505901217,float,30,str,,NoneType
455401389,113.58788059291375,float,30,str,,NoneType
666263757,8.939545558144907,float,30,str,,NoneType
157690187,21.867522105636578,float,30,str,,NoneType
1313188175,28.40010685204626,float,30,str,1,str
255060628,83.84216133009913,float,30,str,,NoneType
414615526,15.714637259730688,float,30,str,,NoneType
454580589,33.832143083546875,float,30,str,,NoneType
1447704125,61.945925509452685,float,30,str,,NoneType
255060358,94.53700280738892,float,30,str,,NoneType
282699487,62.87205121816068,float,30,str,,NoneType
666263757,16.29328962575489,float,30,str,,NoneType
414615526,70.44627465743962,float,30,str,,NoneType
936872667,84.6447078373103,float,30,str,,NoneType
1166098120,7.576515945001927,float,,NoneType,1,str
1166098121,5.456922958565295,float,30,str,1,str
230377104,104.24692430627495,float,30,str,,NoneType
255060951,84.9598009726667,float,30,str,,NoneType
414615526,66.14973183347848,float,30,str,,NoneType
230377101,15.907862043344236,float,30,str,,NoneType
1212118740,5.537983969800378,float,30,str,,NoneType
230377103,74.30515738110782,float,30,str,,NoneType
282699487,62.181644573495134,float,30,str,,NoneType
1166098122,8.8401253185625,float,,NoneType,1,str
230377103,48.712065369105375,float,30,str,,NoneType
414615526,42.357676865503535,float,30,str,,NoneType
157690186,33.75551723864827,float,30,str,,NoneType
1005303927,6.4091820631363206,float,,NoneType,1,str
157694517,24.771690444094553,float,30,str,,NoneType
255062643,23.642281632742662,float,30,str,,NoneType
157694442,22.4184185117296,float,,NoneType,2,str
961920785,50.92783395789297,float,,NoneType,2,str
946378366,17.152834436308527,float,,NoneType,1,str
157694525,59.07282748981145,float,30,str,1,str
157694526,85.86084417669565,float,30,str,1,str
157694517,59.099092066756995,float,30,str,,NoneType
1178751366,45.35751297393055,float,30,str,,NoneType
157694491,9.81664417027303,float,30,str,,NoneType
771704217,10.264600504558803,float,,NoneType,4,str
771704218,35.1406525359337,float,,NoneType,4,str
157694520,23.396857726133653,float,30,str,,NoneType
255062643,68.68338025908508,float,30,str,,NoneType
157694525,58.71838304389786,float,30,str,1,str
690805325,43.77073912669379,float,30,str,,NoneType
259558566,79.48533969812864,float,,NoneType,,NoneType
157694511,7.845848134540814,float,30,str,,NoneType
255049487,59.80557081912701,float,30,str,,NoneType
157694526,75.19116993768041,float,30,str,1,str
1178750481,31.45756544856686,float,30,str,,NoneType
255049487,56.697086201943485,float,30,str,,NoneType
157694510,44.16847398583769,float,30,str,,NoneType
1178750481,60.548200841243734,float,30,str,,NoneType
672179229,9.742538001641154,float,,NoneType,1,str
749618521,52.370457382852074,float,50,str,4,str
1222803124,40.453768072233665,float,50,str,4,str
157694499,89.8254841603528,float,,NoneType,,NoneType
157694524,28.374357692920768,float,,NoneType,,NoneType
157694472,8.983730699194268,float,,NoneType,2,str
962303850,43.42445433535464,float,,NoneType,4,str
1222803125,7.772677550851411,float,,NoneType,4,str
672179229,73.55713870501877,float,,NoneType,1,str
1218549735,25.450189930166076,float,,NoneType,,NoneType
157694475,6.831289118170016,float,,NoneType,,NoneType
157694499,22.560949774967817,float,,NoneType,,NoneType
672179229,52.47601158206509,float,,NoneType,1,str
687229416,27.023063035749452,float,,NoneType,,NoneType
157694483,90.30304807012982,float,,NoneType,1,str
1218549732,17.85545214159622,float,,NoneType,,NoneType
157694512,67.45853580389092,float,,NoneType,,NoneType
672179229,66.68147133751738,float,,NoneType,1,str
157694523,73.67486967657955,float,,NoneType,,NoneType
1218549732,61.94863822938084,float,,NoneType,,NoneType
157694483,25.389041273661626,float,,NoneType,1,str
1218549664,44.0459918926621,float,,NoneType,,NoneType
157694522,45.589701764757805,float,,NoneType,,NoneType
672179229,61.217133098012596,float,,NoneType,1,str
157694523,28.251155760233846,float,,NoneType,,NoneType
673236014,55.94255672900758,float,,NoneType,,NoneType
157694483,76.47240757027235,float,,NoneType,1,str
157694512,39.83551430084066,float,,NoneType,,NoneType
157694512,8.929396641759675,float,,NoneType,,NoneType
157694483,66.23865348319985,float,,NoneType,1,str
673396451,51.31169149527921,float,,NoneType,,NoneType
157694469,13.964088714560603,float,,NoneType,,NoneType
157694469,13.788060422427723,float,,NoneType,,NoneType
157694469,14.774878416017438,float,,NoneType,,NoneType
157694469,16.19558162231663,float,,NoneType,,NoneType
157694469,9.473670131766522,float,,NoneType,,NoneType
157694469,12.503955946957415,float,,NoneType,,NoneType
157725744,24.207562058683102,float,30,str,3,str
157740288,59.1464410115264,float,30,str,,NoneType
322427020,5.914146755045175,float,50,str,4,str
444904616,73.39170465710076,float,50,str,4,str
670306239,8.522128992775318,float,30,str,,NoneType
1454862749,15.419035220203,float,30,str,,NoneType
951531198,2.854115239683159,float,50,str,5,str
951531198,7.1571462006510025,float,50,str,5,str
442132583,17.607473790769376,float,50,str,4,str
951531198,8.9196463740059,float,50,str,5,str
1046239685,28.193685888332336,float,30,str,1,str
442132583,17.607473790769376,float,50,str,4,str
951531197,52.060339579652236,float,50,str,4,str
157756032,3.8449756341437475,float,,NoneType,1,str
293184554,3.8250262298268605,float,,NoneType,,NoneType
27408663,3.916743968087132,float,,NoneType,,NoneType
293184554,2.8991498483625073,float,,NoneType,,NoneType
293184554,3.49128740665834,float,,NoneType,,NoneType
157756030,4.356596821393972,float,,NoneType,1,str
672185580,54.25641371749674,float,,NoneType,3,str
672185581,2.8003565298803466,float,,NoneType,3,str
1050317924,6.212025213449022,float,30,str,,NoneType
347823479,66.98050786344547,float,30,str,,NoneType
157756035,62.901857314172915,float,30,str,,NoneType
346644148,25.06496694956032,float,30,str,,NoneType
219788682,65.15030397985205,float,30,str,,NoneType
1322900656,47.6222000149149,float,30,str,,NoneType
1322900656,11.33953212195886,float,30,str,,NoneType
157756044,4.255904224229444,float,30,str,,NoneType
1268097653,8.77338909292555,float,30,str,1,str
157756044,91.62247598691235,float,30,str,,NoneType
566032572,43.13429711992006,float,30,str,,NoneType
1268097650,9.114803251715841,float,30,str,,NoneType
255966285,3.3659552586824355,float,30,str,1,str
162789683,100.54492302297419,float,30,str,,NoneType
497764368,8.688620488497987,float,30,str,1,str
1046239685,23.30665987014782,float,30,str,1,str
1173712519,98.99049695234704,float,30,str,1,str
157756008,30.771035269105017,float,50,str,2,str
554835481,10.837109394640034,float,50,str,5,str
672974536,22.08486808441324,float,50,str,6,str
528935366,8.110922333637179,float,50,str,4,str
528935366,77.87016481672647,float,50,str,4,str
673203616,10.14588572788503,float,30,str,1,str
300225753,85.4330320792502,float,50,str,2,str
317148679,6.182991673060806,float,30,str,,NoneType
157755962,10.251499520822415,float,30,str,,NoneType
584430342,0.9764353224571529,float,30,str,,NoneType
375682073,8.083002500535454,float,30,str,1,str
20309914,98.78089818692563,float,30,str,,NoneType
951274852,11.332190835376437,float,,NoneType,,NoneType
28107587,48.99315872161618,float,50,str,6,str
673182400,28.827222261501465,float,50,str,6,str
26641378,8.519272198557314,float,,NoneType,3,str
674490680,8.177577166506685,float,30,str,,NoneType
1429173844,6.934781757585003,float,,NoneType,4,str
1001137133,21.780685492829676,float,,NoneType,1,str
215631370,10.37896001857904,float,30,str,3,str
1279272996,27.87309774573604,float,30,str,4,str
503016672,2.629302438891536,float,50,str,4,str
503016672,11.233313489302974,float,50,str,4,str
19790390,85.96105307586028,float,,NoneType,1,str
671108377,8.296306766416818,float,,NoneType,,NoneType
951236994,5.780323989950187,float,,NoneType,,NoneType
951236278,1.9788160045270995,float,,NoneType,2,str
551149262,3.622972553723865,float,30,str,2,str
696003172,4.973042235955902,float,50,str,2,str
365090831,141.07344675743963,float,,NoneType,2,str
365090831,6.215608566843324,float,,NoneType,2,str
15363715,11.180409599886968,float,30,str,,NoneType
672175904,52.17185646153622,float,50,str,4,str
20275702,26.18486156736946,float,30,str,1,str
365196583,32.049512765942616,float,30,str,,NoneType
951268078,10.710433876169661,float,50,str,3,str
951268898,8.95348544292369,float,50,str,3,str
1183712813,11.408752151361107,float,30,str,,NoneType
15067169,49.59214970004896,float,30,str,1,str
1349802688,43.27598487678253,float,30,str,,NoneType
245793444,33.45309077793698,float,,NoneType,,NoneType
389303099,68.99808172563998,float,,NoneType,,NoneType
23065030,24.08525570996935,float,,NoneType,,NoneType
182465512,89.08768011392803,float,,NoneType,,NoneType
22804104,46.724659622320836,float,50,str,3,str
298210247,8.695487947971564,float,30,str,,NoneType
296467040,10.634598499047469,float,30,str,,NoneType
1198097542,15.225753074654175,float,50,str,4,str
1198097543,10.11155190997158,float,50,str,4,str
356654919,43.127737632789966,float,30,str,1,str
1193090663,38.78424461069994,float,,NoneType,,NoneType
1193090954,46.23046564895549,float,,NoneType,,NoneType
1193090955,38.21215547159883,float,,NoneType,,NoneType
690346025,42.06679595574765,float,30,str,1,str
1315708431,107.13073184867321,float,30,str,1,str
1223449815,1.9874216163008647,float,30,str,1,str
1224028544,29.61917189438845,float,30,str,2,str
1224028544,6.2562584058788,float,30,str,2,str
258407815,19.44771918049694,float,30,str,,NoneType
258407815,8.133807800869477,float,30,str,,NoneType
15362123,35.360226993412944,float,30,str,1,str
178494605,20.789857659873142,float,30,str,1,str
19790458,13.020817946612715,float,,NoneType,,NoneType
19790458,10.90937889443718,float,,NoneType,,NoneType
34606902,6.37936796368222,float,50,str,2,str
293184554,5.08021795789125,float,,NoneType,,NoneType
672391111,3.971113354868723,float,,NoneType,,NoneType
27408667,58.867873936420835,float,,NoneType,,NoneType
280990331,4.246972141692474,float,,NoneType,4,str
816785624,65.84192798057926,float,30,str,3,str
280990332,26.34021849943249,float,50,str,3,str
276767618,12.782296203576223,float,50,str,3,str
280653318,21.068830504758523,float,50,str,2,str
280990336,25.24315010756939,float,50,str,2,str
280990336,21.719318078232707,float,50,str,2,str
672353544,15.002367050876726,float,50,str,2,str
258879761,49.979768831892294,float,50,str,2,str
219734948,10.746307757467058,float,50,str,1,str
603512959,19.068662943193164,float,,NoneType,4,str
603512962,3.419083738007969,float,,NoneType,5,str
23694699,8.893439420068704,float,30,str,,NoneType
23694699,26.857456042485705,float,30,str,,NoneType
23694699,11.948439572965496,float,30,str,,NoneType
247674196,45.277763074468574,float,30,str,,NoneType
219788683,20.977246901860457,float,30,str,,NoneType
69975255,53.79316170314324,float,50,str,2,str
953079241,6.019829646361391,float,,NoneType,3,str
667945906,44.12783687523794,float,50,str,4,str
667945906,49.081582445404024,float,50,str,4,str
950163404,10.05741233269695,float,50,str,6,str
950163404,10.090864778547862,float,50,str,6,str
287905046,4.652573953092424,float,50,str,6,str
287905046,9.688388966019529,float,50,str,6,str
1223449811,7.100110633899725,float,30,str,2,str
1223449811,7.660625676819576,float,30,str,2,str
19851266,22.885973431523364,float,20,str,1,str
219796589,33.872330198451955,float,30,str,,NoneType
20408093,13.94515473239814,float,,NoneType,1,str
375681829,121.67109636449884,float,50,str,5,str
442132580,13.160175924675576,float,50,str,4,str
1462612854,8.31726992517659,float,50,str,1,str
20568936,75.67654443763934,float,50,str,1,str
1041898722,3.41983678365463,float,50,str,1,str
671108369,19.135903187609653,float,,NoneType,1,str
475359061,71.37149443365439,float,50,str,,NoneType
671108370,51.72036623504516,float,,NoneType,1,str
20275111,17.56914037087399,float,,NoneType,,NoneType
287251039,62.90529029927745,float,30,str,,NoneType
1093799009,59.06670940030386,float,30,str,,NoneType
1093799009,59.56456298199478,float,30,str,,NoneType
230378259,53.397746005138835,float,30,str,,NoneType
1046239685,9.435639986171369,float,30,str,1,str
1155054686,34.94654989780083,float,,NoneType,,NoneType
671108369,69.5071094135632,float,,NoneType,1,str
671108369,42.87982399780948,float,,NoneType,1,str
609935111,16.97626643032156,float,50,str,3,str
609935109,32.13657580305359,float,50,str,3,str
238198912,4.412059856735169,float,50,str,1,str
314726788,12.328350942406068,float,50,str,4,str
554835482,15.806223772857525,float,50,str,4,str
554835481,6.474559927491334,float,50,str,5,str
554835481,6.761789628254449,float,50,str,5,str
554835481,8.79167560980217,float,50,str,5,str
554835481,10.837109394640034,float,50,str,5,str
554835481,6.930633612802889,float,50,str,5,str
554835481,8.79167560980217,float,50,str,5,str
314726788,12.328350942406068,float,50,str,4,str
314726788,12.50390844280899,float,50,str,4,str
442132580,16.324341200041385,float,50,str,4,str
1179698776,31.929759276325992,float,50,str,4,str
609935108,34.27061808493784,float,50,str,2,str
1183713135,32.64115386924602,float,,NoneType,,NoneType
1183713142,64.83724339927565,float,30,str,1,str
1183713143,16.358749604778733,float,30,str,1,str
23217129,7.924963439522989,float,,NoneType,,NoneType
23217155,61.130338724746764,float,,NoneType,,NoneType
23217155,78.3566774402463,float,,NoneType,,NoneType
258888785,86.12337845472845,float,50,str,2,str
15067574,2.119994995295473,float,30,str,1,str
15067574,5.441172230256199,float,30,str,1,str
28107682,13.43866163476623,float,50,str,2,str
287251039,67.95478963159051,float,30,str,,NoneType
353287662,59.93605723144431,float,30,str,,NoneType
459903185,3.6359437303473,float,,NoneType,3,str
661793090,67.32587853311,float,,NoneType,2,str
1050317889,5.315252562132322,float,,NoneType,,NoneType
1050317890,5.650475895851801,float,,NoneType,,NoneType
255058627,93.14066491717533,float,30,str,,NoneType
252476998,87.63060089800835,float,30,str,,NoneType
157740286,63.95338734971841,float,30,str,,NoneType
247674193,7.245496345739518,float,30,str,,NoneType
297760943,5.58529870728083,float,30,str,,NoneType
157694526,49.58137411993567,float,30,str,1,str
255049487,23.88260654861614,float,30,str,,NoneType
415759689,7.144566799436782,float,30,str,1,str
255060628,83.84216133009913,float,30,str,,NoneType
255060951,84.9598009726667,float,30,str,,NoneType
255061237,9.334524850173507,float,30,str,,NoneType
255064966,59.50916192872434,float,30,str,,NoneType
1180237475,28.22370624655466,float,30,str,1,str
255064828,21.840938377823967,float,30,str,,NoneType
255117114,15.410680482428003,float,,NoneType,2,str
255117119,6.9777656474365735,float,,NoneType,2,str
15067434,5.195618497879939,float,30,str,1,str
258407819,17.328823389850506,float,30,str,,NoneType
258407819,20.45602945244755,float,30,str,,NoneType
1315708657,62.03006790570276,float,30,str,,NoneType
1198095899,53.79837796227579,float,,NoneType,2,str
297571766,107.04768685470351,float,50,str,2,str
297571767,54.183461906826274,float,50,str,2,str
904270174,7.6206648019073615,float,,NoneType,1,str
24844806,7.863795393002147,float,,NoneType,1,str
24844806,7.757891305891732,float,,NoneType,1,str
24844806,12.768884781242742,float,,NoneType,1,str
904270178,37.149572770636034,float,,NoneType,,NoneType
1193090953,4.515642268543353,float,,NoneType,,NoneType
24598340,90.57743583374796,float,,NoneType,2,str
24598340,8.795982107945894,float,,NoneType,2,str
24598340,32.3943914566958,float,,NoneType,2,str
24598340,90.35582913757186,float,,NoneType,2,str
365090831,66.67220362012381,float,,NoneType,2,str
22878526,36.30456287815138,float,30,str,1,str
481972231,32.007772597503596,float,30,str,,NoneType
258407819,15.114240476437933,float,30,str,,NoneType
1209042747,86.96188107589938,float,30,str,,NoneType
264576198,103.65159465752043,float,30,str,1,str
1255331914,57.21283122355686,float,30,str,1,str
16376297,5.339827193925905,float,,NoneType,1,str
1189701283,68.17374940721336,float,,NoneType,1,str
696756852,70.40053206511118,float,,NoneType,,NoneType
259559439,3.4055101606504743,float,,NoneType,3,str
260282104,2.8779458203973127,float,,NoneType,3,str
679009953,13.601666450873084,float,,NoneType,1,str
260282104,2.8678830009124527,float,,NoneType,3,str
260282104,3.180623162882354,float,,NoneType,3,str
260282104,3.1828654053667234,float,,NoneType,3,str
671931986,7.25892986725964,float,50,str,3,str
1234027598,2.4797687163074347,float,,NoneType,3,str
672129081,22.4597568642621,float,,NoneType,1,str
1151079714,2.7722414650617297,float,,NoneType,3,str
34601833,3.796650260631984,float,,NoneType,3,str
34602478,25.035108620810306,float,30,str,2,str
34602478,1.8144043930400928,float,30,str,2,str
267306861,4.052119347048392,float,,NoneType,4,str
672093806,9.809721933995215,float,40,str,4,str
267306861,2.547071798282044,float,,NoneType,4,str
672093801,9.749269820710941,float,,NoneType,4,str
672990642,85.39615030382373,float,30,str,,NoneType
406377444,11.837711170636357,float,30,str,,NoneType
1307904034,22.30277557125616,float,30,str,,NoneType
23732014,46.24480827440525,float,30,str,,NoneType
1343853423,44.61372885045927,float,40,str,2,str
672971956,5.981644506150794,float,,NoneType,,NoneType
157755956,43.82648459730238,float,30,str,,NoneType
258849424,32.63965627194775,float,50,str,4,str
22893210,76.28155525071314,float,30,str,,NoneType
1420703802,19.287576064758625,float,30,str,,NoneType
586713631,126.20735664367098,float,,NoneType,2,str
292556574,21.172219850420014,float,,NoneType,2,str
936872659,25.035413698690796,float,30,str,,NoneType
936872659,18.174298093322534,float,30,str,,NoneType
255061237,57.0410950906234,float,30,str,,NoneType
255061237,10.777578842648747,float,30,str,,NoneType
1283100160,29.80234920178899,float,50,str,3,str
1128204153,13.756010572983561,float,,NoneType,,NoneType
22708611,4.635758724049617,float,,NoneType,,NoneType
661788085,10.154281330227791,float,30,str,,NoneType
288276410,18.803338841505532,float,30,str,,NoneType
292527922,17.64937888777435,float,30,str,,NoneType
275929496,25.96118652885151,float,30,str,,NoneType
275929737,15.525118580344659,float,30,str,,NoneType
292527922,13.051792273743493,float,30,str,,NoneType
275931629,3.80943369879105,float,,NoneType,,NoneType
275931629,33.43499690355275,float,,NoneType,,NoneType
672367217,2.7279501131455537,float,30,str,,NoneType
96456964,2.8220766974333134,float,30,str,,NoneType
1180240086,27.439436786583684,float,30,str,,NoneType
1390469285,33.72544980570035,float,30,str,,NoneType
23053207,27.27252475977965,float,30,str,,NoneType
690315413,3.3188100501976425,float,30,str,,NoneType
1390469140,29.68717921598499,float,30,str,,NoneType
1180236954,27.820713732797824,float,30,str,,NoneType
1180236954,3.931497769800387,float,30,str,,NoneType
671931987,39.101213851058645,float,30,str,2,str
671931987,4.882536283069769,float,30,str,2,str
671931987,14.395755070776104,float,30,str,2,str
749276789,31.030788634834902,float,30,str,,NoneType
276767618,15.447012408981989,float,50,str,3,str
276767618,7.47824874953615,float,50,str,3,str
15090648,21.156897159293557,float,50,str,3,str
275931337,89.26801578586691,float,30,str,,NoneType
292527922,17.64937888777435,float,30,str,,NoneType
292527922,13.051792273743493,float,30,str,,NoneType
1180236950,13.728169816558678,float,30,str,,NoneType
15090648,2.3493325942366154,float,50,str,3,str
524238720,1.586359086056074,float,,NoneType,6,str
524238720,4.8925984741374275,float,,NoneType,6,str
524238720,1.586359086056074,float,,NoneType,6,str
280465082,57.11991082469437,float,,NoneType,6,str
430804128,89.88162840777629,float,,NoneType,6,str
816785624,3.8713314242506462,float,30,str,3,str
679009951,28.427632398081478,float,30,str,3,str
283133451,21.45424821990014,float,,NoneType,,NoneType
286672276,105.20246115811752,float,50,str,2,str
907861156,6.274157667070617,float,,NoneType,2,str
283133451,1.4549468983904013,float,,NoneType,,NoneType
283133451,3.6544395531859237,float,,NoneType,,NoneType
907861155,140.44456792457444,float,50,str,2,str
1193090650,22.876032286141847,float,,NoneType,,NoneType
1193090671,36.81700142432668,float,,NoneType,,NoneType
286223938,5.488877343985486,float,,NoneType,,NoneType
1188872397,2.990030996824329,float,,NoneType,,NoneType
1188872398,43.70887967621909,float,,NoneType,1,str
936872659,5.477485475259464,float,30,str,,NoneType
936872660,82.74574511255098,float,,NoneType,2,str
329206814,58.241744429033915,float,30,str,,NoneType
936872659,37.34782826966419,float,30,str,,NoneType
630209973,39.89475861694835,float,30,str,1,str
282699487,3.044068465167659,float,30,str,,NoneType
673224331,67.9572877043665,float,30,str,1,str
956941954,38.16832753471056,float,30,str,1,str
280990338,4.565491657211554,float,,NoneType,5,str
608148980,56.0437581519944,float,,NoneType,5,str
1120597209,29.44901773631226,float,30,str,,NoneType
666263757,39.73246453226848,float,30,str,,NoneType
329206814,43.483476378363406,float,30,str,,NoneType
373332009,12.017176778751193,float,30,str,,NoneType
373332009,42.52733624183279,float,30,str,,NoneType
630209980,7.174855407990855,float,,NoneType,3,str
672126624,76.63699634039106,float,30,str,,NoneType
255058624,69.7132933100757,float,30,str,,NoneType
255060629,104.1376396958427,float,30,str,1,str
329206814,18.905639541861547,float,30,str,,NoneType
414615526,60.24861906372345,float,30,str,,NoneType
157690186,36.4641335155636,float,30,str,,NoneType
230377103,55.67870904084391,float,30,str,,NoneType
414615526,17.703170599732026,float,30,str,,NoneType
322427019,77.07966384454464,float,50,str,4,str
1122934854,18.360525051645258,float,50,str,4,str
230377105,11.228450934565416,float,30,str,,NoneType
503016684,94.63540413979165,float,30,str,1,str
282699487,49.80514157320542,float,30,str,,NoneType
58104738,8.52462487376575,float,,NoneType,,NoneType
58104738,9.322710786761064,float,,NoneType,,NoneType
58104738,5.56026811526617,float,,NoneType,,NoneType
58104738,6.42863167609888,float,,NoneType,,NoneType
956941954,0.940479541812211,float,30,str,1,str
956941954,5.41476148492819,float,30,str,1,str
436456862,6.495105680129303,float,,NoneType,3,str
672126625,47.92992331537305,float,50,str,3,str
157689982,6.897696996038753,float,,NoneType,1,str
288275770,6.698974386356473,float,30,str,,NoneType
448856110,5.493645025445582,float,,NoneType,2,str
904431772,65.27781746001317,float,,NoneType,2,str
936872672,13.426510407710486,float,,NoneType,2,str
22878415,74.55840587237496,float,30,str,,NoneType
288276409,12.45914238443617,float,30,str,,NoneType
1180236723,25.57565731273515,float,30,str,,NoneType
292527925,2.820821414987381,float,30,str,,NoneType
288276410,18.803338841505532,float,30,str,,NoneType
1180236950,9.999706849265609,float,30,str,,NoneType
1180236950,13.728169816558678,float,30,str,,NoneType
1390469071,53.765869686193206,float,,NoneType,,NoneType
940759213,1.0974649389670144,float,20,str,1,str
672975072,9.162442105042263,float,,NoneType,2,str
1262637250,5.4013276576148135,float,,NoneType,,NoneType
1315708659,4.871992733674988,float,,NoneType,2,str
480989176,23.476394072252283,float,,NoneType,1,str
19790390,38.47278473674044,float,,NoneType,1,str
907861147,2.808514516800282,float,50,str,3,str
691268843,5.372876980402087,float,50,str,3,str
980089237,1.9312257521629017,float,,NoneType,1,str
980089237,26.87646041212455,float,,NoneType,1,str
282699487,24.785674046809124,float,30,str,,NoneType
457534730,11.922479547901425,float,30,str,,NoneType
15090458,3.435213779054592,float,,NoneType,1,str
288320341,7.673919859446178,float,,NoneType,2,str
455584880,59.706768594929756,float,30,str,,NoneType
23960271,8.46917461216973,float,30,str,,NoneType
22896494,28.145293138733777,float,30,str,,NoneType
454580589,35.37258118870147,float,30,str,,NoneType
282699487,43.39986813699551,float,30,str,,NoneType
1093799011,1.3448888042604625,float,30,str,,NoneType
690979047,3.3571620520069327,float,,NoneType,,NoneType
690979047,0.5285209858979772,float,,NoneType,,NoneType
157740288,1.1771852101697742,float,30,str,,NoneType
230377106,49.674627044099786,float,30,str,,NoneType
293370187,24.593267433883952,float,30,str,,NoneType
293370187,71.7568392973316,float,30,str,,NoneType
19790494,44.56363357162784,float,,NoneType,,NoneType
1315532648,54.33582745398386,float,30,str,,NoneType
1315532648,68.88333591300092,float,30,str,,NoneType
519136406,4.929735523368709,float,50,str,2,str
293881270,215.0890028498022,float,50,str,2,str
297571757,7.750055451701184,float,50,str,2,str
519111114,8.357219390007733,float,50,str,2,str
258886422,111.80356051789646,float,50,str,2,str
519111114,7.488110211180507,float,50,str,2,str
519111114,8.789375955842324,float,50,str,2,str
519111114,8.91085592946584,float,50,str,2,str
519136406,4.9226246891211325,float,50,str,2,str
23065408,5.555885310763787,float,30,str,,NoneType
551149265,56.740400860378216,float,50,str,2,str
672093794,18.743719765930084,float,40,str,2,str
818708758,5.955149724763963,float,50,str,2,str
818708758,9.72530096126951,float,50,str,2,str
297571757,12.098712310258179,float,50,str,2,str
297571757,10.716965359771608,float,50,str,2,str
297571757,6.149163278381848,float,50,str,2,str
24630730,14.92976317009544,float,,NoneType,2,str
24630730,12.596028904188792,float,,NoneType,2,str
22992933,5.612838377721115,float,,NoneType,2,str
288320339,6.734541765486189,float,,NoneType,2,str
24598340,8.795982107945894,float,,NoneType,2,str
24598340,15.396321483910922,float,,NoneType,2,str
672990640,2.9441980306648707,float,30,str,,NoneType
267312065,4.8927014833939895,float,50,str,2,str
96630028,5.159537946640904,float,,NoneType,,NoneType
96630028,3.032209424422642,float,,NoneType,,NoneType
15090456,77.7876099110304,float,,NoneType,,NoneType
296467040,4.35393782408179,float,30,str,,NoneType
296534272,92.0827113422245,float,30,str,1,str
296534272,92.0827113422245,float,30,str,1,str
1366235793,50.265074237004015,float,30,str,1,str
344656420,12.59056797723203,float,30,str,,NoneType
344656420,12.490839908464205,float,30,str,,NoneType
258879761,123.17087880716522,float,50,str,2,str
673224331,4.643952834270595,float,30,str,1,str
459251015,80.70606560692967,float,30,str,,NoneType
34605333,23.06508926458648,float,,NoneType,2,str
157756038,52.904055821320455,float,,NoneType,1,str
34605333,27.950761688171543,float,,NoneType,2,str
407181080,26.625132669926977,float,50,str,3,str
672412400,48.37082200217029,float,50,str,5,str
297375663,1.4688064044275453,float,,NoneType,,NoneType
297375663,1.5190791449739633,float,,NoneType,,NoneType
1415624891,44.688555347330215,float,,NoneType,,NoneType
297375663,6.796603229222828,float,,NoneType,,NoneType
1166075032,13.681229077515756,float,30,str,1,str
1180238388,2.837079265531465,float,,NoneType,,NoneType
157756046,23.172275103018034,float,30,str,,NoneType
157756050,75.0928079059807,float,30,str,,NoneType
1268097650,9.114803251715841,float,30,str,,NoneType
690979046,2.719087948200164,float,,NoneType,2,str
690979046,1.3258532414930502,float,,NoneType,2,str
157756048,5.541677884611489,float,30,str,,NoneType
219796589,33.872330198451955,float,30,str,,NoneType
940759213,8.104138375729105,float,20,str,1,str
683840371,22.192678077682576,float,20,str,,NoneType
519111113,3.381144522860555,float,50,str,2,str
818708758,8.806730057225376,float,50,str,2,str
297571762,28.07612467712557,float,50,str,2,str
297571763,39.08215774724717,float,40,str,2,str
306487642,10.546157386101573,float,50,str,2,str
940759214,40.54380515248959,float,30,str,,NoneType
1264454169,11.270991457740058,float,30,str,,NoneType
